"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8271","loginTest()","","Sat Mar 21 15:16:32 UTC 2026","failed","Sat Mar 21 15:16:40 UTC 2026","","selenideTests.LoginTest","selenideTests.LoginTest","loginTest"
