"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","136","loginTest()","","Sat Mar 21 14:56:12 UTC 2026","broken","Sat Mar 21 14:56:13 UTC 2026","","playwrightTests.LoginTest","playwrightTests.LoginTest","loginTest"
